"","hit","px","pz"
"3109",2,-90.825,41.505
"3110",1,-92.76,39.44
"3111",1,-90.405,40.925
"3112",2,-97.965,28.995
"3113",1,-79.53,36.215
"3114",0,-96.49,29.79
"3115",0,-96.49,29.79
"3116",2,-88.45,43.035
"3117",2,-81.69,29.645
"3118",0,-102.69,45.8
"3119",1,-95.15,40.415
"3120",2,-84.865,37.035
"3121",2,-94.145,36.33
"3122",1,-98.675,34.175
"3123",2,-98.725,34.125
"3124",2,-102.36,34.93
"3125",2,-108.3,43.15
"3126",0,-98.61,42.895
"3127",2,-96.3,40.175
"3128",1,-94.565,39.415
"3129",1,-93.65,41.875
"3130",2,-93.46,42.015
"3131",1,-95.65,42.1
"3132",2,-94.275,42.435
"3133",1,-90.325,43.71
"3134",2,-97.735,39.525
"3135",2,-97.12,40.385
"3136",2,-96.28,40.615
"3137",2,-93.725,41.09
"3138",1,-99.915,36.105
"3139",4,-99.325,35.64
"3140",2,-102.35,37.465
"3141",0,-97.8,35.61
"3142",3,-98.075,35.935
"3143",2,-90.06,42.415
"3144",2,-89.245,43.19
"3145",1,-95.89,39.26
"3146",3,-95.5,39.46
"3147",2,-98.355,37.25
"3148",2,-98.735,40.735
"3149",2,-98.975,41.06
"3150",1,-102.485,33.17
"3151",2,-98.405,40.96
"3152",2,-97.53,41.415
"3153",1,-98.9,40.475
"3154",2,-98.045,40.9
"3155",1,-96.21,45.095
"3156",0,-104.835,39.535
"3157",3,-96.53,42.835
"3158",1,-93.71,43.575
"3159",1,-92.045,44
"3160",1,-101.56,36.265
"3161",1,-91.385,44.085
"3162",0,-96.25,44.335
"3163",0,-96.72,41.28
"3164",0,-92.71,46.675
"3165",3,-100.96,38.035
"3166",1,-84.225,40.95
"3167",1,-90.35,44.65
"3168",2,-88.095,44.03
"3169",0,-102.815,36.59
"3170",3,-100.45,35.515
"3171",1,-88.925,34.75
"3172",1,-82.46,27.91
"3173",2,-94.005,45.45
"3174",2,-91.61,45.31
"3175",2,-92.29,44.795
"3176",2,-90.275,44.685
"3177",1,-88.46,43.84
"3178",2,-89.6,41.085
"3179",3,-78.57,42.375
"3180",2,-80.825,41.675
"3181",2,-80.615,40.82
"3182",1,-92.69,38.085
"3183",1,-76.29,38.745
"3184",1,-91.595,45.185
"3185",3,-89.44,43.125
"3186",1,-94.315,38.69
"3187",1,-97.54,26.14
"3188",2,-96.635,28.46
"3189",3,-97.035,29.35
"3190",2,-97.35,27.775
"3191",2,-76.675,40.27
"3192",3,-90.3,38.785
"3193",1,-89.865,37.625
"3194",2,-89.7,36.9
"3195",3,-87.68,34.825
"3196",3,-87.545,34.7
"3197",2,-87.715,30.325
"3198",2,-85.895,33.665
"3199",2,-85.035,33.725
"3200",2,-86.53,34.695
"3201",3,-79.195,33.94
"3202",2,-78.825,34.15
"3203",2,-78.915,34.16
"3204",2,-78.94,34.14
"3205",3,-90.15,32.64
"3206",3,-90.56,31.445
"3207",4,-89.41,32.495
"3208",1,-89.245,31.81
"3209",2,-86.57,30.415
"3210",2,-87.65,30.315
"3211",2,-85.7,30.81
"3212",3,-85.56,30.12
"3213",2,-88.9,36.555
"3214",2,-88.9,36.555
"3215",2,-88.9,36.63
"3216",2,-88,37.39
"3217",2,-86.6,34.69
"3218",3,-88.1,32.465
"3219",2,-85.175,34.225
"3220",2,-91.995,36.95
"3221",1,-92.4,36.575
"3222",1,-91.36,38.575
"3223",4,-90.94,37.815
"3224",2,-94.375,35.365
"3225",2,-90.95,36.51
"3226",3,-89.685,37.95
"3227",3,-89.85,37.855
"3228",3,-89.65,37.975
"3229",1,-86.575,34.75
"3230",1,-85.61,31.635
"3231",2,-93.91,29.93
"3232",2,-80.16,25.935
"3233",1,-102.81,33.225
"3234",1,-84.425,32.8
"3235",2,-85.22,33.765
"3236",2,-83.375,41.965
"3237",2,-91.31,44.335
"3238",2,-97.135,33.5
"3239",1,-100.365,34.605
"3240",2,-97.305,36.62
"3241",2,-97.245,36.305
"3242",2,-91.805,37.565
"3243",2,-93.04,41.595
"3244",1,-90.675,38.2
"3245",2,-90.06,38.49
"3246",4,-91.56,33.95
"3247",1,-89.575,38.59
"3248",2,-90.375,37.41
"3249",2,-89.875,34.79
"3250",3,-90.445,36.1
"3251",2,-90.3,35.185
"3252",3,-89.75,35.49
"3253",4,-87.965,36.875
"3254",1,-87.535,34.81
"3255",2,-86.165,34.275
"3256",3,-85.945,39.085
"3257",2,-95.875,39.235
"3258",0,-96.875,37.11
"3259",1,-95.825,34.25
"3260",3,-96.7,35.325
"3261",1,-93.69,35.125
"3262",2,-96.65,34.85
"3263",2,-92.205,35.365
"3264",1,-96.175,37.625
"3265",2,-98.2,37.55
"3266",1,-95.325,34.925
"3267",1,-84.535,41.83
"3268",4,-83.645,38.775
"3269",4,-84.12,38.72
"3270",3,-85.28,43.4
"3271",4,-84.07,39.19
"3272",4,-83.395,38.825
"3273",1,-82.66,40.06
"3274",2,-82.825,38.835
"3275",5,-82.5,38.76
"3276",2,-84.555,37.885
"3277",1,-76.16,36.815
"3278",0,-100.715,35.61
"3279",0,-100.715,35.61
"3280",2,-99.895,34.895
"3281",1,-97.7,32.84
"3282",2,-97.14,32.225
"3283",3,-99.985,38.855
"3284",3,-96.775,34.99
"3285",1,-98.375,41.2
"3286",0,-96.675,33.915
"3287",2,-98.06,39.515
"3288",2,-93.075,44.525
"3289",3,-89.69,40.255
"3290",3,-94.625,38.65
"3291",3,-94.625,38.65
"3292",3,-94.6,38.67
"3293",5,-92.725,43.12
"3294",2,-94.01,38.855
"3295",2,-86.45,39.62
"3296",1,-94.015,39.305
"3297",5,-91.89,42.76
"3298",1,-88.89,40.23
"3299",2,-93.66,38.94
"3300",1,-93.515,39.075
"3301",1,-92.91,43.975
"3302",1,-93.015,44.11
"3303",2,-92.14,43.305
"3304",1,-91.835,43.56
"3305",3,-87.635,40.635
"3306",3,-92.315,36.38
"3307",1,-90.7,38.235
"3308",4,-90.605,35.815
"3309",3,-85.425,40.915
"3310",2,-89.91,34.835
"3311",2,-97.27,36.91
"3312",3,-100.635,32.63
"3313",3,-100.685,32.64
"3314",0,-101.38,33.67
"3315",2,-101.895,34.3
"3316",1,-101.78,34.52
"3317",1,-101.215,33.185
"3318",2,-94.525,36.14
"3319",2,-94.575,36.115
"3320",2,-94.5,36.155
"3321",1,-108.36,43.13
"3322",2,-80.665,35.1
"3323",1,-101.375,33.32
"3324",1,-101.61,33.39
"3325",0,-101.55,33.255
"3326",2,-97.6,45.855
"3327",1,-101.875,34.325
"3328",2,-84.545,43.17
"3329",2,-117.24,45.865
"3330",1,-84.405,30.65
"3331",5,-95.675,44.235
"3332",2,-95.06,43.405
"3333",2,-103.825,44.125
"3334",3,-100.125,45.515
"3335",2,-99.2,43.555
"3336",2,-98.65,43.54
"3337",3,-97.88,43.665
"3338",2,-96.3,44.385
"3339",0,-101.985,38.91
"3340",1,-104.315,41.185
"3341",2,-92.185,36.275
"3342",2,-92.025,37.235
"3343",2,-102.11,38.075
"3344",2,-81.69,40.02
"3345",1,-81.365,40.225
"3346",1,-80.305,25.845
"3347",2,-91.39,46.34
"3348",1,-69.76,44.205
"3349",0,-94.89,46.65
"3350",1,-90.475,40.93
"3351",0,-101.065,35.485
"3352",0,-101.015,35.545
"3353",1,-84.585,41.92
"3354",1,-95.555,43.875
"3355",2,-97.555,40.83
"3356",2,-97.59,41.145
"3357",1,-88.335,44.55
"3358",2,-85.05,42.825
"3359",1,-84.61,44.33
"3360",1,-99.555,44.645
"3361",2,-78.79,42.315
"3362",0,-91.11,43.35
"3363",0,-90.82,43.43
"3364",1,-83.35,43.075
"3365",1,-73.525,41.36
"3366",1,-73.535,41.365
"3367",1,-73.54,41.375
"3368",1,-90.325,38.635
"3369",1,-96.125,48.105
"3370",1,-95.76,45.925
"3371",3,-95.74,41.25
"3372",1,-92.915,44.305
"3373",4,-87.855,45.075
"3374",2,-89.97,44.87
"3375",2,-88.67,43.76
"3376",3,-98.525,47.18
"3377",0,-102.845,33.17
"3378",1,-81.015,29.175
"3379",2,-90.475,32.975
"3380",1,-81.735,30.115
"3381",0,-80.31,25.745
"3382",1,-99.715,43.67
"3383",3,-96.025,43.045
"3384",2,-112.41,33.5
"3385",0,-80.41,25.43
"3386",2,-89.285,30.8
"3387",3,-87.595,30.945
"3388",3,-96.89,28.76
"3389",2,-82.425,27.115
"3390",1,-82.66,27.555
"3391",1,-81.99,28.225
"3392",2,-82.185,28.51
"3393",2,-81.485,26.335
"3394",1,-80.125,26.555
"3395",1,-82.4,27.985
"3396",2,-81.415,26.46
"3397",2,-89.955,31.675
"3398",2,-88.31,32.035
"3399",3,-86.485,32.885
"3400",1,-83.655,32.56
"3401",2,-99.1,28.715
"3402",2,-87.085,30.515
"3403",3,-95.39,30.345
"3404",2,-95.965,36.36
"3405",1,-94.85,32.3
"3406",1,-94.585,31.575
"3407",2,-90.26,33.7
"3408",2,-89.86,33.75
"3409",2,-86.81,33.115
"3410",4,-90.125,31.99
"3411",2,-96.575,30.54
"3412",2,-94.635,38.435
"3413",2,-94.685,38.41
"3414",2,-94.55,38.495
"3415",1,-103.265,32.05
"3416",1,-103.3,32.01
"3417",1,-103.365,31.94
"3418",0,-102.4,32.015
"3419",3,-90.825,30.24
"3420",2,-90.25,31.75
"3421",2,-90.025,31.665
"3422",2,-89.625,31.79
"3423",2,-98.55,36.69
"3424",2,-98.4,34.21
"3425",2,-97.93,34.325
"3426",4,-86.255,32.025
"3427",2,-83.1,31.335
"3428",1,-80.465,34.315
"3429",3,-79.54,34.695
"3430",3,-79.815,34.545
"3431",3,-78.31,35.05
"3432",3,-79.225,34.82
"3433",2,-80.325,35.2
"3434",1,-81.39,28.615
"3435",1,-97.86,34.99
"3436",2,-96.585,33.09
"3437",0,-102.275,32.35
"3438",2,-101.585,33.165
"3439",3,-99.55,30.93
"3440",3,-98.45,30.34
"3441",1,-102.535,34.065
"3442",2,-88.55,32.055
"3443",3,-84.115,39.685
"3444",1,-85.815,37.225
"3445",2,-86.82,39.6
"3446",2,-85.75,39.55
"3447",2,-85.725,39.2
"3448",3,-84.275,39.455
"3449",3,-85.66,37.95
"3450",2,-97.8,27.8
"3451",0,-100.39,34.775
"3452",2,-98.475,29.435
"3453",0,-102.7,33.9
"3454",0,-102.7,33.9
"3455",0,-102.7,33.9
"3456",0,-102.7,33.9
"3457",0,-102.415,34.135
"3458",0,-102.18,34.35
"3459",1,-85.935,31.76
"3460",2,-86.18,31.565
"3461",2,-83.85,33.43
"3462",1,-90.97,42.925
"3463",1,-88.375,43.315
"3464",2,-102.24,32.075
"3465",2,-90.96,42.75
"3466",2,-90.345,42.765
"3467",2,-89.12,43.05
"3468",1,-91.685,45.66
"3469",0,-102.525,32.985
"3470",2,-96.38,33.94
"3471",2,-96.54,38.685
"3472",3,-78.84,42.17
"3473",0,-102.265,39.39
"3474",2,-89.795,33.84
"3475",2,-99.61,40.265
"3476",4,-90.915,37.975
"3477",4,-90.41,37.725
"3478",3,-89.9,37.68
"3479",4,-97.575,37.625
"3480",2,-96.95,36.015
"3481",2,-101.825,40.825
"3482",3,-99.73,39.35
"3483",2,-99.1,40.325
"3484",1,-98.125,41.655
"3485",2,-97.61,41.84
"3486",2,-98.3,43.415
"3487",2,-96.4,43.885
"3488",1,-85.485,43.22
"3489",1,-89.75,43.54
"3490",3,-88.3,44.59
"3491",3,-85.62,44.785
"3492",2,-90.8,44.73
"3493",1,-90.015,46.04
"3494",2,-89.645,46.09
"3495",3,-94.555,39.24
"3496",1,-94.225,39.3
"3497",2,-91.385,42.51
"3498",2,-95.165,42.025
"3499",2,-90.13,42.625
"3500",1,-92.48,41.68
"3501",2,-88.075,42.865
"3502",2,-94.57,40.265
"3503",2,-89.825,42.915
"3504",0,-88.865,44.475
"3505",1,-87.69,44.535
"3506",2,-84.535,41.925
"3507",3,-83.43,42.11
"3508",2,-81.185,41.775
"3509",1,-83.65,41.135
"3510",2,-95.035,38.965
"3511",1,-101.645,43.83
"3512",1,-100.1,43.71
"3513",0,-97.735,45.745
"3514",1,-92.06,45.405
"3515",1,-93.985,29.87
"3516",0,-97.485,41.2
"3517",1,-94.435,42.15
"3518",1,-104.025,41.92
"3519",3,-95.51,42.18
"3520",1,-88.05,41.915
"3521",2,-95.21,42.1
"3522",1,-92.625,45.445
"3523",0,-101.41,48.525
"3524",3,-94.575,46.785
"3525",4,-93.895,46.875
"3526",3,-92.74,47.64
"3527",3,-93.315,46.915
"3528",2,-92.25,47.73
"3529",2,-92.25,47.77
"3530",3,-92.2,47.8
"3531",3,-92.79,46.985
"3532",3,-92.08,47.81
"3533",2,-91.9,47.87
"3534",3,-91.935,47.04
"3535",2,-97.66,43.665
"3536",1,-96.355,42.495
"3537",3,-84.32,39.17
"3538",2,-102.135,45.49
"3539",1,-100.66,47.65
"3540",1,-81.475,27.63
"3541",1,-81.075,28.625
"3542",1,-96.16,45.985
"3543",0,-102.25,34.125
"3544",2,-77.96,36.475
"3545",1,-76.855,36.065
"3546",2,-92.335,35.1
"3547",1,-92.255,37
"3548",2,-90.955,38.975
"3549",3,-96.64,32.95
"3550",2,-81.98,28.675
"3551",2,-80.775,27.3
"3552",3,-122.36,47.515
"3553",1,-90.165,29.775
"3554",1,-88.475,30.435
"3555",3,-91.24,30.155
"3556",2,-84.225,31.725
"3557",3,-91.64,31.61
"3558",2,-86.035,33.89
"3559",1,-81.84,27.2
"3560",2,-82.39,31.2
"3561",0,-98.055,39.085
"3562",2,-97.145,38.21
"3563",1,-89.76,36.08
"3564",2,-89.26,36.7
"3565",1,-88.54,36.88
"3566",2,-90.21,33.585
"3567",1,-89.25,33.86
"3568",1,-85.585,38.315
"3569",1,-85.905,36.265
"3570",2,-85.91,33.975
"3571",2,-86.875,32.685
"3572",3,-84.155,34.275
"3573",2,-82.9,34.325
"3574",2,-83.115,34.31
"3575",2,-90.91,37.265
"3576",1,-90.415,37.415
"3577",1,-95.825,45.525
"3578",1,-103.45,33.14
"3579",2,-103.6,34.85
"3580",4,-102.415,33.71
"3581",4,-101.33,34.425
"3582",4,-101.75,34.99
"3583",4,-101.09,34.94
"3584",2,-96.715,34.765
"3585",3,-93.635,32.35
"3586",4,-88.635,34.885
"3587",4,-88.69,34.86
"3588",4,-88.325,35.025
"3589",2,-90.715,35.56
"3590",2,-86.6,39.15
"3591",1,-85.245,39.035
"3592",1,-85.885,38.975
"3593",1,-92.695,43.735
"3594",2,-88.045,44.495
"3595",2,-88,44.5
"3596",2,-87.545,44.64
"3597",1,-87.765,44.5
"3598",2,-87.4,44.665
"3599",3,-88.125,37.115
"3600",3,-89.88,35.04
"3601",3,-89.95,35
"3602",3,-90.04,34.99
"3603",3,-89.94,35.01
"3604",3,-89.89,35.07
"3605",1,-96.125,33.625
"3606",2,-94.49,33.025
"3607",1,-92.875,32.65
"3608",1,-86.575,34.95
"3609",1,-86.375,33.41
"3610",2,-99.3,32.06
"3611",0,-98.005,36.235
"3612",4,-86.75,36.5
"3613",2,-93.73,40.52
"3614",2,-93.75,40.5
"3615",2,-93.5,40.6
"3616",2,-93.4,44.07
"3617",1,-91.86,45.125
"3618",2,-98.245,35.3
"3619",2,-97.685,35.45
"3620",2,-87.86,42.025
"3621",2,-92.195,35.425
"3622",2,-92.415,35.175
"3623",2,-91.64,36.05
"3624",3,-90.55,36.625
"3625",2,-97.92,39.09
"3626",2,-92.715,38.045
"3627",1,-88.365,42.55
"3628",1,-89.2,40.62
"3629",2,-89.315,34.33
"3630",1,-88.525,33.91
"3631",5,-101.835,33.575
"3632",2,-84.15,41.33
"3633",2,-101.63,33.275
"3634",2,-95.175,41.45
"3635",2,-92,40.225
"3636",1,-101.865,34.215
"3637",1,-101.865,34.215
"3638",0,-101.865,34.2
"3639",1,-98.48,29.445
"3640",1,-99.1,29.35
"3641",2,-82.735,40.515
"3642",1,-95.41,29.71
"3643",2,-99.235,26.9
"3644",2,-99.25,26.9
"3645",2,-92.285,30.765
"3646",2,-97.785,26.315
"3647",0,-89.62,37.42
"3648",1,-97.715,27.36
"3649",0,-101.55,35.305
"3650",1,-101.83,34.875
"3651",2,-101.995,32.585
"3652",1,-90.275,31.175
"3653",1,-90.28,38.93
"3654",1,-90.28,38.88
"3655",1,-90.28,38.875
"3656",3,-97.675,35.575
"3657",1,-97.885,34.505
"3658",0,-98.875,38.41
"3659",0,-99.65,38.63
"3660",2,-95.115,36.725
"3661",2,-95.465,35.275
"3662",3,-94.335,36.015
"3663",3,-94.645,35.805
"3664",3,-94.21,36.14
"3665",1,-93.525,39.475
"3666",4,-92.775,39.635
"3667",3,-92.43,39.78
"3668",2,-91.725,40
"3669",2,-99.495,38.19
"3670",3,-99.445,38
"3671",3,-100.42,39.58
"3672",3,-96.925,44.16
"3673",1,-96.3,44.41
"3674",2,-96.92,42.25
"3675",2,-96.54,41.49
"3676",2,-88.8,40.645
"3677",3,-76.265,40.4
"3678",1,-73.015,42.675
"3679",2,-86.845,34.115
"3680",1,-95.58,47.425
"3681",1,-86.465,41.13
"3682",3,-100.505,29.225
"3683",1,-121.775,39.36
"3684",2,-96.565,43.14
"3685",1,-82.485,40.635
"3686",1,-78.275,37.85
"3687",2,-92.54,46.375
"3688",2,-96.765,43.145
"3689",1,-92,42.16
"3690",2,-96.83,40.49
"3691",2,-93.405,42.3
"3692",2,-95.31,46.05
"3693",1,-99.995,47.455
"3694",2,-73.15,44.815
"3695",1,-72.5,42.74
"3696",3,-78.85,42.67
"3697",2,-97.775,46.415
"3698",1,-78.91,41.26
"3699",1,-96.46,33.2
"3700",1,-85.975,38.485
"3701",1,-99.39,38.49
"3702",1,-80.305,40.68
"3703",3,-82.945,39.66
"3704",2,-93.03,35.285
"3705",1,-111.75,33.42
"3706",1,-97.65,46.51
"3707",2,-99.625,36.875
"3708",2,-92.775,42.915
"3709",2,-92.505,42.865
"3710",2,-90.525,42.73
"3711",3,-90.625,42.525
"3712",2,-90.39,42.465
"3713",2,-90.46,42.45
"3714",1,-90.585,42.6
"3715",2,-90.35,42.515
"3716",1,-97.845,26.45
"3717",1,-91.3,40.05
"3718",1,-72.635,42.04
"3719",1,-72.65,42.035
"3720",1,-72.585,42.075
"3721",3,-71.845,42.45
"3722",1,-69.315,44.84
"3723",2,-97.075,35.11
"3724",4,-96.75,35.43
"3725",3,-94.565,36.26
"3726",1,-92.585,40.45
"3727",2,-89.125,42.81
"3728",1,-96.225,28.815
"3729",2,-93.96,29.825
"3730",3,-93.865,29.945
"3731",1,-95.265,29.88
"3732",2,-94.35,36.07
"3733",2,-91.65,34.29
"3734",3,-90.9,34.8
"3735",1,-88.365,35.95
"3736",1,-89.55,44.59
"3737",3,-88.54,44.39
"3738",2,-88.945,44.655
"3739",1,-88.535,43.25
"3740",1,-89.31,30.335
"3741",2,-84.325,30.8
"3742",2,-94.375,29.405
"3743",2,-93.265,34.12
"3744",2,-82.855,31.51
"3745",2,-89.56,33.745
"3746",3,-87.74,34.205
"3747",2,-84.81,30.99
"3748",1,-83.67,31.12
"3749",1,-82.485,31.47
"3750",3,-81.44,29.91
"3751",3,-93.185,30.235
"3752",1,-89.805,30.85
"3753",2,-88.54,31
"3754",2,-88.625,30.855
"3755",1,-100.725,37.55
"3756",0,-88.185,36.635
"3757",1,-90.385,39.82
"3758",1,-90.275,40.465
"3759",5,-90.91,33.005
"3760",5,-91.295,32.555
"3761",2,-91.47,33.54
"3762",5,-90.735,33.18
"3763",4,-89.97,33.865
"3764",4,-89.985,33.85
"3765",2,-90.78,35.185
"3766",4,-90.415,32.715
"3767",3,-90.495,33.91
"3768",4,-88.935,35.015
"3769",1,-85.56,39.29
"3770",1,-80.715,33.67
"3771",3,-82.88,40
"3772",3,-78.26,35.39
"3773",2,-97.575,29.915
"3774",3,-87.9,32.825
"3775",1,-85.51,32.665
"3776",3,-85.77,31.705
"3777",3,-87.775,31.91
"3778",1,-83.775,31.1
"3779",1,-80.855,33.515
"3780",1,-86.98,35.135
"3781",2,-86.565,33.7
"3782",2,-90.16,29.99
"3783",3,-96.54,33.885
"3784",3,-96.8,33.405
"3785",3,-96.565,33.525
"3786",3,-96.565,33.525
"3787",4,-94.44,33.49
"3788",2,-89.535,37.36
"3789",1,-89.2,36.9
"3790",1,-89.215,36.89
"3791",1,-89.215,36.89
"3792",2,-85.825,39.52
"3793",1,-78.465,35.215
"3794",2,-90.385,31.61
"3795",2,-102.635,34.25
"3796",2,-102.635,34.25
"3797",1,-102.635,34.25
"3798",1,-102.635,34.25
"3799",1,-102.635,34.25
"3800",2,-102.62,36.215
"3801",3,-102.325,34.845
"3802",0,-102.91,37.475
"3803",4,-87.15,31.635
"3804",1,-81.66,32.895
"3805",3,-84.555,31.845
"3806",2,-84.195,32.385
"3807",3,-83.9,32.025
"3808",2,-81.925,32.015
"3809",3,-89.76,37.9
"3810",1,-90.42,36.44
"3811",1,-87.14,37.425
"3812",3,-86.665,37.23
"3813",1,-88.725,36.41
"3814",3,-86.71,37.15
"3815",4,-85.325,37.14
"3816",3,-86.1,36
"3817",4,-84.95,37.075
"3818",1,-98.765,32.285
"3819",2,-97.74,32.5
"3820",2,-83.585,30.815
"3821",2,-84.25,30.89
"3822",2,-84.665,31.53
"3823",1,-89.825,31.09
"3824",0,-97.85,41.125
"3825",2,-95.18,36.295
"3826",3,-95.425,35.87
"3827",3,-93.075,39.66
"3828",3,-94.45,37.1
"3829",3,-92.965,39.725
"3830",1,-93.89,37.3
"3831",2,-83.135,40.545
"3832",2,-87.215,38.555
"3833",2,-87.6,38.665
"3834",2,-87.115,38.59
"3835",1,-86.245,38.335
"3836",1,-84.535,37.535
"3837",4,-88.34,35.975
"3838",1,-88.265,36.075
"3839",1,-83.82,30.535
"3840",3,-99.435,37.99
"3841",3,-93.735,33.77
"3842",1,-96.32,35.395
"3843",2,-87.215,30.485
"3844",2,-82.875,31.615
"3845",2,-76.91,35.335
"3846",2,-99.905,38.755
"3847",2,-94.685,39.61
"3848",2,-95.025,39.375
"3849",2,-94.61,39.635
"3850",3,-92.05,41.925
"3851",3,-91.835,42.025
"3852",1,-89.645,44.05
"3853",1,-92.01,41.805
"3854",1,-95.515,36.435
"3855",2,-94.755,36.615
"3856",1,-96.56,41.33
"3857",3,-97.26,31.94
"3858",2,-97.26,31.94
"3859",2,-97.26,31.94
"3860",2,-93.55,35.7
"3861",2,-94.2,34.6
"3862",3,-92.625,35.185
"3863",2,-90.69,37.935
"3864",2,-89.535,35.325
"3865",2,-86.525,36.715
"3866",2,-83.3,43.53
"3867",1,-88.81,35.615
"3868",2,-85.95,39.21
"3869",3,-88.53,34.91
"3870",0,-101.45,40.52
"3871",0,-99.23,40.89
"3872",2,-98.725,39.81
"3873",2,-99.445,31.1
"3874",3,-95.59,43.425
"3875",3,-95.64,43.36
"3876",3,-95.49,43.39
"3877",3,-95.27,43.42
"3878",3,-95.28,43.565
"3879",1,-95.01,43.525
"3880",1,-95.015,43.54
"3881",2,-92.99,42.575
"3882",1,-92.745,42.465
"3883",1,-92.745,42.465
"3884",3,-92.235,42.15
"3885",2,-97.19,38.2
"3886",1,-90.115,42.57
"3887",1,-83.695,42.975
"3888",3,-83.7,40.925
"3889",3,-83.625,41.03
"3890",3,-79.85,41.9
"3891",1,-109.89,46.675
"3892",0,-97.895,40.86
"3893",2,-98.815,43.405
"3894",1,-98.275,40.56
"3895",1,-92.465,44.975
"3896",1,-97.475,41.025
"3897",3,-101.49,35.92
"3898",1,-88.54,43.95
"3899",1,-92.445,41.65
"3900",2,-92.755,42.885
"3901",1,-91.065,42.945
"3902",1,-104.585,41.54
"3903",1,-101.65,34.55
"3904",0,-100.45,41.225
"3905",4,-101.775,36.055
"3906",2,-101.405,36.05
"3907",4,-101.3,36.35
"3908",2,-98.375,38.485
"3909",2,-99.96,38.485
"3910",2,-80.115,26.21
"3911",0,-100.395,40.25
"3912",1,-87.75,45.1
"3913",1,-88.65,43.02
"3914",2,-96.775,44.5
"3915",1,-96.635,44.45
"3916",2,-98.85,48.6
"3917",2,-97.895,47.46
"3918",3,-97.83,47.445
"3919",1,-91.155,45.085
"3920",1,-91.08,43.035
"3921",1,-90.885,43.09
"3922",2,-68.46,45.87
"3923",1,-71.3,42.66
"3924",2,-98.83,44.13
"3925",2,-98.965,44.225
"3926",3,-99.255,44.26
"3927",1,-98.44,48.195
"3928",1,-98.265,48.265
"3929",0,-103.74,41.855
"3930",2,-96.235,38.495
"3931",3,-92.905,43.4
"3932",4,-92.25,43.15
"3933",2,-92,42.85
"3934",2,-92.075,42.83
"3935",3,-91.495,42.3
"3936",2,-79.69,39.72
"3937",1,-79.345,39.63
"3938",0,-92.975,44.85
"3939",2,-88.315,36.33
"3940",1,-93.55,45.66
"3941",2,-91.815,44.925
"3942",1,-98.425,29.645
"3943",1,-91.61,45.89
"3944",1,-94.78,43.865
"3945",0,-94.465,44.33
"3946",2,-74.08,41.45
"3947",2,-73.725,41.415
"3948",2,-75.985,39.1
"3949",2,-70.275,44.51
"3950",2,-80.645,28.25
"3951",1,-80.645,28.25
"3952",0,-94.09,46.565
"3953",2,-102.315,33.28
"3954",2,-101.745,34.37
"3955",2,-78.675,42.925
"3956",2,-74.855,39.12
"3957",2,-111.895,33.395
"3958",1,-111.665,33.2
"3959",2,-76.85,38.89
"3960",1,-91.715,30.125
"3961",3,-91.05,30.5
"3962",2,-90.35,30.495
"3963",2,-88.21,31.385
"3964",1,-87.585,31.055
"3965",1,-87.35,30.495
"3966",2,-91.97,44.845
"3967",3,-90.55,44.975
"3968",3,-88.8,45.15
"3969",3,-95.4,43.09
"3970",3,-102.96,38.375
"3971",2,-102.27,34.21
"3972",2,-102.265,34.215
"3973",2,-102.225,34.175
"3974",1,-102.74,33.72
"3975",1,-102.13,34.125
"3976",3,-101.2,39.915
"3977",3,-101.075,35.37
"3978",1,-101.33,41.185
"3979",2,-100.875,37.975
"3980",0,-100.13,41.375
"3981",2,-99.53,43.235
"3982",2,-97.48,32.45
"3983",2,-89.015,42.535
"3984",1,-88.54,40.745
"3985",1,-76.275,36.875
"3986",2,-69.735,44.775
"3987",2,-68.465,45.435
"3988",2,-97.165,30.6
"3989",1,-96.705,30.125
"3990",1,-82.415,27.065
"3991",2,-82.445,27.155
"3992",1,-82.17,27.315
"3993",2,-82.34,27.135
"3994",2,-82.11,27.02
"3995",1,-90.805,29.8
"3996",3,-89.88,31.39
"3997",2,-97.125,33.98
"3998",2,-96.565,32.775
"3999",0,-96.505,33.36
"4000",2,-96.025,33.19
"4001",2,-95.05,34.025
"4002",1,-94.31,36.715
"4003",2,-93.335,37.33
"4004",3,-92.41,36.31
"4005",2,-90.42,35.545
"4006",1,-89.475,35.775
"4007",2,-89.665,37.135
"4008",2,-88.675,37
"4009",2,-88.465,36.915
"4010",1,-88.145,39.595
"4011",3,-89.845,31.625
"4012",2,-89.08,31.79
"4013",2,-83.575,32.18
"4014",3,-89.18,31.97
"4015",2,-89.635,31.865
"4016",3,-88.975,31.75
"4017",3,-84.35,33.685
"4018",2,-85.565,32.755
"4019",1,-81.17,34.065
"4020",2,-85.765,31.35
"4021",3,-85.365,31.715
"4022",2,-82.965,32.56
"4023",3,-82.125,32.975
"4024",1,-81.375,33.315
"4025",2,-82.565,27.435
"4026",0,-92.075,33.4
"4027",1,-89.115,31.545
"4028",2,-89.4,30.3
"4029",2,-88.015,31.48
"4030",2,-87.45,31.015
"4031",1,-82.775,34.06
"4032",1,-99.725,34.31
"4033",1,-85.125,30.875
"4034",1,-82.475,31.825
"4035",1,-95.7,29.66
"4036",2,-96.9,29.43
"4037",1,-80.475,33.5
"4038",2,-97.08,32.035
"4039",1,-82.025,29.775
"4040",1,-82.055,29.825
"4041",2,-94.705,31.35
"4042",2,-92.76,33.2
