"","hit","px","pz"
"13861",0,-95.88,32.92
"13862",1,-93.985,33.39
"13863",1,-94.66,31.635
"13864",1,-94.36,32.165
"13865",2,-93.1,35.305
"13866",0,-97.625,26.335
"13867",0,-97.66,26.3
"13868",0,-98.55,37.78
"13869",1,-98.515,37.56
"13870",0,-98.395,37.335
"13871",0,-85.93,34.47
"13872",0,-85.87,34.5
"13873",0,-117.45,47.77
"13874",1,-79.775,33.07
"13875",0,-107.94,43.23
"13876",0,-107.72,43.18
"13877",2,-103.75,31.7
"13878",2,-103.715,31.8
"13879",0,-103.13,32.45
"13880",0,-102.9,32.92
"13881",0,-102.73,33.18
"13882",0,-102.73,33.27
"13883",0,-102.7,32.05
"13884",1,-102.5,32.59
"13885",0,-102.17,32.3
"13886",0,-102.3,34.4
"13887",0,-102.28,34.48
"13888",0,-102.93,35.67
"13889",0,-102.13,34.1
"13890",0,-102.13,34.1
"13891",0,-102.05,34.18
"13892",0,-99.925,40.32
"13893",1,-99.85,40.4
"13894",0,-99.3,40.325
"13895",1,-99.245,40.41
"13896",1,-98.96,40.25
"13897",1,-98.715,40.66
"13898",2,-98.645,40.615
"13899",0,-98.55,40.59
"13900",1,-98.61,40.84
"13901",2,-98.24,41.125
"13902",0,-98.38,34.77
"13903",0,-98.33,34.78
"13904",3,-98.31,34.925
"13905",0,-98.23,34.92
"13906",0,-99.02,34.8
"13907",0,-98.25,35.03
"13908",3,-98.05,35.02
"13909",0,-98.03,35.05
"13910",2,-97.95,35.09
"13911",0,-98.57,34.95
"13912",5,-97.64,35.29
"13913",1,-98.39,35.04
"13914",0,-98.33,35.07
"13915",0,-98.01,35.76
"13916",0,-97.99,35.725
"13917",0,-97.6,35.3
"13918",0,-98.28,35.125
"13919",0,-98.2,35.17
"13920",0,-97.4,35.4
"13921",0,-98.1,35.205
"13922",1,-97.565,37.325
"13923",1,-98.05,35.275
"13924",1,-98.125,35.3
"13925",1,-98,35.335
"13926",2,-97.265,35.5
"13927",1,-98,35.27
"13928",0,-97.97,35.4
"13929",0,-100.48,32.27
"13930",0,-97.225,35.56
"13931",4,-97.365,37.51
"13932",0,-97.92,35.42
"13933",0,-97.9,35.44
"13934",1,-97.215,35.605
"13935",1,-98.315,42.33
"13936",0,-98.37,35.88
"13937",0,-97.92,35.52
"13938",0,-98.27,42.325
"13939",3,-98.165,35.765
"13940",1,-97.15,35.215
"13941",1,-97.825,35.59
"13942",2,-97.78,35.69
"13943",0,-98.18,42.475
"13944",0,-98.03,35.85
"13945",1,-97.725,35.765
"13946",0,-98.03,35.88
"13947",2,-96.925,35.45
"13948",1,-97.68,35.79
"13949",4,-97.865,36
"13950",0,-97.02,37.65
"13951",0,-98.17,35.86
"13952",0,-98.08,42.63
"13953",0,-97.215,42.395
"13954",4,-97.455,36.1
"13955",1,-97.205,42.615
"13956",1,-97.865,36.045
"13957",0,-98.12,42.82
"13958",0,-97.95,36.02
"13959",0,-98,35.51
"13960",2,-97.88,36.1
"13961",0,-97.92,42.87
"13962",0,-98.25,42.82
"13963",3,-97.9,35.66
"13964",3,-96.69,35.71
"13965",2,-97.585,36.15
"13966",1,-98.25,36.3
"13967",0,-97.72,35.815
"13968",0,-97.78,35.85
"13969",3,-97.525,35.975
"13970",2,-97.41,36.03
"13971",0,-96.115,35.99
"13972",1,-96.01,36.085
"13973",0,-95.65,35.63
"13974",1,-95.165,35.965
"13975",2,-100.615,30.95
"13976",1,-94.73,36
"13977",0,-97.39,35.325
"13978",0,-96.4,36.47
"13979",1,-95.555,34.575
"13980",1,-95.16,34.975
"13981",0,-94.96,35.165
"13982",1,-94.78,35.3
"13983",1,-94.7,35.455
"13984",2,-95,33.915
"13985",2,-94.99,33.84
"13986",2,-94.99,33.915
"13987",3,-94.4,35.785
"13988",3,-94.525,35.645
"13989",3,-94.365,35.86
"13990",3,-93.93,38
"13991",1,-97.75,38.23
"13992",3,-94.675,33.505
"13993",3,-94.825,33.4
"13994",0,-97.79,38.755
"13995",0,-97.975,38.69
"13996",0,-97.67,38.31
"13997",0,-93.2,38.45
"13998",0,-98.45,39.2
"13999",2,-94.88,32.38
"14000",2,-94.775,32.405
"14001",3,-94.325,33.715
"14002",0,-94.6,32.535
"14003",1,-94.6,32.565
"14004",1,-96.96,38.48
"14005",0,-95.72,32.67
"14006",1,-93.495,33.525
"14007",0,-93.17,35.42
"14008",0,-96.92,39.15
"14009",0,-96.23,32.33
"14010",2,-93.685,32.925
"14011",1,-96.61,38.845
"14012",0,-96.655,38.945
"14013",0,-93.05,34.1
"14014",2,-93.36,33.135
"14015",0,-96.265,39.07
"14016",1,-95.85,31.83
"14017",3,-93.145,33.26
"14018",0,-96.1,39.33
"14019",0,-95.63,31.8
"14020",0,-96.03,39.48
"14021",2,-94.915,31.7
"14022",0,-109.2,40.9
"14023",0,-89.75,45.47
"14024",1,-88.875,38.49
"14025",2,-87.27,38.36
"14026",2,-87.265,38.415
"14027",0,-87.65,36.4
"14028",0,-87.43,36.47
"14029",0,-90.42,32.9
"14030",0,-90.5,33.15
"14031",1,-90.18,33.45
"14032",4,-87.875,35.6
"14033",0,-89.37,33.48
"14034",1,-86.68,36.23
"14035",1,-86.8,36.3
"14036",2,-86.46,36.39
"14037",0,-86.7,36.88
"14038",0,-84.35,34.875
"14039",1,-82.57,35.6
"14040",1,-79.88,34.45
"14041",1,-79.75,34.02
"14042",0,-83.21,43.34
"14043",1,-79.2,33.98
"14044",0,-86.45,32.5
"14045",2,-85.16,33.7
"14046",0,-85.98,32.62
"14047",0,-85.98,32.62
"14048",0,-120.62,46.67
"14049",0,-102.47,30.88
"14050",0,-101.38,33.25
"14051",0,-100.03,43.48
"14052",0,-99.77,43.65
"14053",0,-100.97,43.35
"14054",0,-100.765,43.575
"14055",0,-100.83,33.62
"14056",0,-100.83,43.3
"14057",0,-100.67,43.3
"14058",0,-100.72,43.27
"14059",0,-99.6,43.83
"14060",0,-94.78,36.02
"14061",1,-94.345,30.845
"14062",0,-94.16,30.365
"14063",0,-94.19,30.92
"14064",0,-94.085,30.84
"14065",1,-94.005,30.4
"14066",0,-93.65,31.01
"14067",0,-82.15,31.53
"14068",1,-98.535,38.505
"14069",0,-98.37,38.535
"14070",0,-99.05,31.43
"14071",0,-98.75,31.22
"14072",4,-99.05,30.665
"14073",3,-99.19,30.275
"14074",0,-95.7,34.08
"14075",0,-95.2,35.67
"14076",0,-95.2,35.62
"14077",0,-95.08,35.62
"14078",0,-82.25,27.35
"14079",0,-89.635,42.035
"14080",0,-89.75,41.98
"14081",0,-80.8,28.6
"14082",0,-89.97,41.75
"14083",0,-103.8,41.33
"14084",0,-102.33,40.08
"14085",0,-98.55,39.97
"14086",0,-104,44.585
"14087",1,-99.335,39.4
"14088",0,-95.85,40.965
"14089",0,-95.865,40.95
"14090",0,-95.81,41
"14091",2,-95.535,42.1
"14092",3,-95.85,41.63
"14093",0,-95.6,42.15
"14094",1,-95.405,42.02
"14095",3,-95.81,41.635
"14096",0,-95.6,42.13
"14097",0,-95.63,41.24
"14098",2,-95.565,41.24
"14099",0,-94.93,41.72
"14100",1,-97.145,38.89
"14101",0,-97.17,38.48
"14102",0,-103.3,39.3
"14103",0,-100.95,33
"14104",1,-97.09,38.44
"14105",0,-97.98,37.53
"14106",0,-98.07,37.625
"14107",0,-103.1,39.35
"14108",0,-100.6,33.62
"14109",0,-94.15,41.83
"14110",0,-97.275,38.415
"14111",1,-94.575,40.56
"14112",1,-99.53,34.02
"14113",0,-93.62,42.03
"14114",0,-90.53,42.42
"14115",0,-94.28,36
"14116",0,-86.7,38.32
"14117",1,-86.62,38.32
"14118",0,-100.8,30.57
"14119",0,-85.25,39.77
"14120",0,-84.975,39.815
"14121",1,-82.425,28
"14122",0,-82,28
"14123",0,-100.97,35.32
"14124",0,-100.88,35.22
"14125",1,-96.35,39.95
"14126",0,-100.96,35.185
"14127",0,-100.55,34.87
"14128",0,-100.43,34.62
"14129",0,-100.2,34.68
"14130",0,-108.52,46.45
"14131",1,-81.97,28.025
"14132",0,-96.75,42.53
"14133",0,-96.73,42.53
"14134",0,-101.08,40.13
"14135",1,-98.605,39.405
"14136",1,-84.165,41.955
"14137",1,-83.05,43.095
"14138",0,-104.17,39.62
"14139",0,-107.05,36.02
"14140",0,-102.02,34.18
"14141",0,-104.63,33.28
"14142",1,-94.15,30.82
"14143",0,-102,34.98
"14144",0,-101.995,35.075
"14145",0,-99.95,34.97
"14146",0,-103.23,35.52
"14147",0,-99.77,34.9
"14148",0,-99.82,32.28
"14149",0,-99.7,34.88
"14150",0,-99.98,31.75
"14151",0,-99.68,34.75
"14152",0,-99.31,34.635
"14153",0,-99.135,34.415
"14154",0,-100.15,32.88
"14155",0,-101.98,34.98
"14156",1,-86.12,30.79
"14157",0,-103.6,31.78
"14158",0,-103.25,31.67
"14159",0,-102.4,30.88
"14160",0,-90.385,29.525
"14161",0,-93.945,30.525
"14162",0,-94.88,42.28
"14163",0,-81.75,28.55
"14164",0,-82.4,28.52
"14165",0,-104.42,32.57
"14166",0,-88.02,30.23
"14167",0,-80.58,28.03
"14168",0,-81.77,24.55
"14169",0,-81.77,24.55
"14170",0,-89.48,30.73
"14171",0,-91.4,34.4
"14172",0,-104.82,41.13
"14173",0,-96.87,42.42
"14174",1,-95.78,29.43
"14175",1,-99.8,40.825
"14176",0,-90.15,29.98
"14177",1,-96.78,29.38
"14178",1,-97.05,29.45
"14179",0,-104.97,42.05
"14180",0,-87.68,30.28
"14181",2,-84.215,43.66
"14182",0,-100.5,37.34
"14183",0,-100.3,37.27
"14184",1,-103.28,40.2
"14185",0,-99.87,35.08
"14186",0,-101.43,31.82
"14187",0,-99.77,35.13
"14188",0,-101.17,31.83
"14189",1,-99.675,37.14
"14190",2,-103.49,39.32
"14191",3,-103.49,39.36
"14192",1,-99.49,37.16
"14193",0,-99.54,34.98
"14194",1,-99.425,34.735
"14195",0,-103.52,39.03
"14196",0,-99.27,34.68
"14197",1,-103.42,39.03
"14198",0,-99.115,34.765
"14199",0,-98.23,38.75
"14200",0,-98.205,36.675
"14201",0,-96.13,35.38
"14202",0,-94.58,42.4
"14203",0,-90.6,40.175
"14204",1,-92.08,38.03
"14205",3,-95.25,35.935
"14206",1,-90.1,40.25
"14207",1,-95.29,35.775
"14208",3,-91.625,38
"14209",1,-95.525,35.43
"14210",0,-89.65,42.2
"14211",3,-95.495,35.405
"14212",1,-91.89,37.75
"14213",2,-95.53,35.4
"14214",3,-89.6,39.375
"14215",0,-98.17,32.38
"14216",0,-91.37,38
"14217",2,-91.8,37.74
"14218",1,-89.495,39.435
"14219",0,-95.65,35.305
"14220",0,-91.77,37.75
"14221",0,-95.55,35.25
"14222",0,-95.52,35.27
"14223",0,-92.52,37.35
"14224",1,-89.835,39.225
"14225",2,-88.855,39.03
"14226",2,-88.905,39.435
"14227",0,-88.75,39.07
"14228",0,-88.45,40.17
"14229",0,-98.33,32.08
"14230",0,-88.24,39.1
"14231",0,-87.9,39.435
"14232",0,-103.88,33.83
"14233",0,-111.1,48.28
"14234",0,-101.97,34.47
"14235",0,-100.88,35.62
"14236",0,-101.05,47.5
"14237",0,-100.28,46.62
"14238",0,-100.135,46.835
"14239",0,-100.9,47.57
"14240",1,-100.12,46.83
"14241",2,-99.865,46.84
"14242",0,-90.175,36.115
"14243",0,-90.3,36.27
"14244",0,-100.53,47.98
"14245",3,-99.725,39.9
"14246",0,-99.33,40
"14247",1,-101.705,42.34
"14248",0,-101.86,42.36
"14249",2,-99.265,41.545
"14250",3,-99.05,41.65
"14251",0,-98.08,41.98
"14252",0,-100.85,42.93
"14253",0,-97.47,41.82
"14254",0,-97.3,41.85
"14255",0,-100.62,42.92
"14256",0,-89.3,40.9
"14257",1,-89.535,40.36
"14258",0,-89.22,41.2
"14259",0,-91.59,40.14
"14260",0,-89.42,40.18
"14261",0,-89.03,40.58
"14262",0,-89.4,40.175
"14263",0,-89.42,40.12
"14264",0,-89.03,40.45
"14265",0,-89.005,40.34
"14266",0,-88.8,40.65
"14267",0,-88.725,40.7
"14268",0,-88.95,39.98
"14269",0,-89.05,39.78
"14270",0,-88.82,39.95
"14271",0,-88.52,40.42
"14272",0,-88.505,40.61
"14273",0,-88.58,40.25
"14274",0,-88.5,40.2
"14275",0,-81.57,27.4
"14276",0,-88.22,40.62
"14277",0,-88.2,40.18
"14278",0,-103.87,42.68
"14279",0,-88.13,40.05
"14280",0,-103.25,42.78
"14281",2,-102.775,43.135
"14282",0,-83.8,31.52
"14283",2,-102.75,43.185
"14284",0,-102.57,43.08
"14285",1,-101.35,37.18
"14286",0,-102.125,43.42
"14287",0,-101.75,43.1
"14288",0,-100.88,42.1
"14289",0,-100.76,42.175
"14290",2,-100.59,42.05
"14291",2,-100.5,42.165
"14292",0,-100.535,42.2
"14293",1,-100.5,42.19
"14294",0,-101.3,36.87
"14295",0,-100.4,42.315
"14296",0,-100.725,43.89
"14297",0,-99.17,43.6
"14298",0,-99.17,43.6
"14299",1,-98.16,44
"14300",0,-104.2,44.62
"14301",0,-93.33,44.78
"14302",0,-92.75,45.17
"14303",0,-96.4,42.83
"14304",0,-91.775,45.75
"14305",0,-102.33,42.77
"14306",0,-102.28,42.73
"14307",0,-102.45,42.585
"14308",0,-102.5,42.75
"14309",0,-95.615,42.975
"14310",0,-101.75,43.08
"14311",0,-102.45,42.85
"14312",0,-102.68,42.72
"14313",1,-102.05,42.91
"14314",0,-101.98,43.21
"14315",0,-90.72,45.42
"14316",0,-101.97,43.285
"14317",0,-102.3,43.33
"14318",0,-99.625,42.505
"14319",1,-99.475,42.65
"14320",0,-100.03,43.18
"14321",0,-100.7,46.13
"14322",0,-100.53,47.13
"14323",0,-98.55,47.78
"14324",0,-98.67,47.77
"14325",0,-98.58,48.07
"14326",0,-98.58,47.92
"14327",0,-98.78,47.92
"14328",0,-98.52,47.98
"14329",0,-100.28,47.15
"14330",0,-98.63,48.02
"14331",1,-98.4,48.07
"14332",2,-97.96,48.295
"14333",0,-98.62,47.95
"14334",2,-98.07,48.225
"14335",0,-100.4,47.48
"14336",0,-96.12,48.85
"14337",0,-97.83,48.47
"14338",0,-96.28,48.77
"14339",0,-89.62,42.28
"14340",0,-97.7,48.58
"14341",0,-96.15,48.88
"14342",0,-97.85,48.5
"14343",4,-97.815,48.64
"14344",0,-97.88,48.9
"14345",1,-94.15,42.4
"14346",0,-90.8,41.1
"14347",0,-93.73,42.58
"14348",0,-93.6,42.85
"14349",0,-88.9,43.08
"14350",0,-93.6,43.08
"14351",1,-93.39,42.69
"14352",1,-88.25,42.92
"14353",0,-93.2,43.1
"14354",0,-93.77,42.37
"14355",1,-93.65,42.15
"14356",0,-93.6,42.23
"14357",0,-100.48,32.85
"14358",0,-94.9,29.4
"14359",0,-99.07,43.52
"14360",0,-98.43,43.55
"14361",0,-98.43,43.55
"14362",0,-98.25,43.6
"14363",0,-97.5,43.7
"14364",0,-95.37,29.73
"14365",0,-94.03,42.8
"14366",0,-93.92,42.85
"14367",0,-93.75,42.92
"14368",0,-102.4,48.32
"14369",0,-101.57,48.87
"14370",0,-101.35,45.715
"14371",0,-97.25,48.52
"14372",0,-96.07,46.22
"14373",0,-95.9,46.12
"14374",0,-102.12,37.77
"14375",0,-93.3,47.13
"14376",0,-97.68,40.7
"14377",0,-91.58,42
"14378",0,-91.37,42.02
"14379",0,-91.53,42.28
"14380",0,-99.75,33.32
"14381",0,-103.87,42.68
"14382",0,-103.87,42.68
"14383",0,-103.87,42.68
"14384",0,-103.87,42.68
"14385",0,-101.1,33.78
"14386",1,-101.25,33.68
"14387",1,-101.85,33.58
"14388",0,-101.03,32.5
"14389",0,-100.52,32.85
"14390",0,-91.55,40.98
"14391",0,-89.92,41.67
"14392",0,-87.67,40.53
"14393",0,-105.775,43.65
"14394",0,-105.575,43.5
"14395",0,-105.27,43.23
"14396",0,-105.6,43.62
"14397",1,-101.78,47.15
"14398",1,-101.7,47.05
"14399",0,-101.57,46.93
"14400",0,-102.95,48.02
"14401",0,-95.48,30.33
"14402",0,-82.03,33.6
"14403",0,-104.7,40.53
"14404",0,-105.7,44.13
"14405",0,-105.47,43.87
"14406",0,-109.23,48.58
"14407",0,-100.72,37.57
"14408",1,-100.79,37.44
"14409",0,-99.93,36.68
"14410",0,-99.9,36.55
"14411",0,-82.73,28.17
"14412",2,-104.23,46.58
"14413",0,-103.38,46.525
"14414",0,-103.75,46.23
"14415",1,-103.7,45.825
"14416",0,-109.58,47.18
"14417",0,-107.33,48.57
"14418",0,-106.85,48.35
"14419",1,-106.4,48.85
"14420",0,-99.495,43.27
"14421",3,-101.39,38.345
"14422",0,-101.53,38.175
"14423",0,-101.53,38.175
"14424",0,-101.5,38.15
"14425",1,-91.11,35.555
"14426",0,-99.12,40.51
"14427",0,-80.12,26.23
"14428",0,-101.33,35.63
"14429",0,-102,35.18
"14430",1,-100.93,46.1
"14431",1,-100.12,47.09
"14432",0,-94.5,45.62
"14433",0,-94.55,44.4
"14434",0,-103.75,41.55
"14435",1,-100.45,40.08
"14436",0,-100.47,40.17
"14437",0,-102.98,41.15
"14438",1,-102.8,40.97
"14439",0,-104.17,41.63
"14440",1,-103.07,40.82
"14441",1,-102.8,40.9
"14442",1,-103.07,40.75
"14443",0,-81.8,27.75
"14444",0,-104.45,42.77
"14445",1,-103.42,41.75
"14446",0,-103.65,41.87
"14447",0,-103.27,41.75
"14448",1,-103.705,44.5
"14449",0,-101.68,41.08
"14450",0,-103.1,40.97
"14451",0,-102.5,41.1
"14452",1,-102.38,40.95
"14453",0,-102.1,40.3
"14454",1,-94.52,37.08
"14455",0,-82.6,32.38
"14456",0,-104.27,35.08
"14457",0,-105.2,34.82
"14458",0,-111.65,45.25
"14459",1,-102.265,37.165
"14460",0,-102.34,37.15
"14461",0,-102.125,37.065
"14462",0,-101,42.95
"14463",0,-100.92,43.03
"14464",0,-101.055,43.13
"14465",0,-100.92,42.97
"14466",0,-101.9,36.85
"14467",0,-100.9,42.95
"14468",0,-100.865,42.95
"14469",0,-101.82,36.73
"14470",0,-101.57,36.32
"14471",0,-101.49,36.34
"14472",0,-99.77,41.43
"14473",0,-101.6,36.2
"14474",0,-101.5,36.1
"14475",0,-101.37,35.35
"14476",0,-101.47,36.07
"14477",0,-101.5,36.08
"14478",0,-101.375,35.31
"14479",0,-101.3,35.28
"14480",0,-101.35,35.23
"14481",0,-101.3,36.2
"14482",0,-101.55,39.22
"14483",0,-96.98,42.27
"14484",0,-101.23,38.8
"14485",0,-101.08,38.5
"14486",0,-101.22,38.37
"14487",0,-109.68,47.13
"14488",0,-91.55,45.5
"14489",0,-102.88,42.1
"14490",0,-84.38,40.53
"14491",0,-85.8,43.42
"14492",1,-81.73,40.97
"14493",0,-84.75,39.72
"14494",0,-76.925,41.45
"14495",1,-76.635,41.545
"14496",0,-76.55,41.595
"14497",1,-88.245,36.56
"14498",0,-96.7,42.92
"14499",1,-94.95,41.67
"14500",1,-101.655,40.78
"14501",0,-101.48,39.65
"14502",1,-101.38,39.75
"14503",0,-100.2,41.4
"14504",2,-92.765,42.55
"14505",1,-83.935,44.775
"14506",0,-103.38,39.88
"14507",0,-100.47,39.12
"14508",2,-71.255,43.315
"14509",0,-111.375,33.27
"14510",0,-97.33,37.77
"14511",0,-97.33,37.7
"14512",0,-97.33,37.7
"14513",0,-110.2,47.52
"14514",0,-109.92,47.32
"14515",1,-91.725,44.53
"14516",2,-91.875,43.985
"14517",0,-92.77,45.5
"14518",0,-92.83,45.45
"14519",0,-92.55,45.5
"14520",0,-92.77,45.45
"14521",0,-92.45,45.45
"14522",0,-82.48,27.48
"14523",0,-82.58,27.53
"14524",0,-82.53,27.52
"14525",1,-80.87,41.1
"14526",1,-82.4,41.08
"14527",0,-82.3,41.12
"14528",0,-82.02,41.03
"14529",0,-84.42,39.97
"14530",1,-79.395,41.68
"14531",0,-87.92,30.47
"14532",1,-94.9,29.4
"14533",0,-116.48,33.08
"14534",0,-82.4,27.68
"14535",0,-119.77,39.55
"14536",1,-102.05,48.6
"14537",1,-101.78,48.32
"14538",1,-101.31,48.215
"14539",0,-98.37,48.3
"14540",0,-97.93,48.18
"14541",0,-97.18,48.2
"14542",2,-97.115,48.19
"14543",0,-95.08,49.07
"14544",0,-95.63,47.92
"14545",0,-82.79,27.91
"14546",0,-94.77,40.97
"14547",0,-104.28,43.8
"14548",0,-81.67,26.18
"14549",0,-102.75,40.85
"14550",0,-102.22,41.32
"14551",1,-101.745,41.115
"14552",1,-112.68,42.92
"14553",1,-92.58,42.99
"14554",0,-109.82,47.38
"14555",0,-104.7,48.15
"14556",1,-104.22,48.13
"14557",0,-81.65,26.47
"14558",0,-99.92,44.6
"14559",0,-99.175,45.56
"14560",0,-84.77,43.6
"14561",0,-85.45,44.1
"14562",0,-87.15,30.4
"14563",1,-77.6,38.335
"14564",1,-92.9,36.475
"14565",0,-98.23,46.68
"14566",0,-95.95,47.18
"14567",0,-95.9,46.87
"14568",0,-94.37,45.92
"14569",0,-102.75,39.5
"14570",2,-98.52,45.98
"14571",0,-98.35,45.88
"14572",1,-98.79,45.205
"14573",0,-91.1,30.42
"14574",0,-97.13,46.4
"14575",1,-95.425,45.05
"14576",0,-92.83,47.13
"14577",1,-82.025,40.615
"14578",0,-80.15,26.18
"14579",0,-104,30.58
"14580",1,-82.58,43.15
"14581",1,-81.585,41.36
"14582",1,-103.975,30.58
"14583",0,-108.85,40.25
"14584",0,-93.85,44.62
"14585",1,-93.77,44.63
"14586",0,-93.5,44.65
"14587",0,-76.75,39.6
"14588",1,-78.98,38.17
"14589",0,-80.85,35.08
"14590",0,-80.33,25.7
"14591",0,-90.2,44.45
"14592",1,-108.13,37.07
"14593",2,-72.495,41
"14594",1,-95,45.45
"14595",1,-93.98,44.35
"14596",1,-93.805,44.37
"14597",0,-92.7,44.55
"14598",0,-93.285,44.165
"14599",0,-93.52,44.265
"14600",0,-93.415,44.23
"14601",0,-93.68,43.65
"14602",0,-93.04,44.12
"14603",0,-93.68,43.52
"14604",2,-93.57,43.435
"14605",0,-93.32,43.07
"14606",1,-104.765,40.105
"14607",0,-104.8,40
"14608",1,-104.82,40.22
"14609",1,-104.82,40.22
"14610",0,-104.82,40.7
"14611",2,-111.87,40.73
"14612",0,-107.73,44.02
"14613",1,-102.9,46.15
"14614",0,-102.73,46.07
"14615",1,-106.18,43.85
"14616",0,-86.55,35.97
"14617",1,-90.66,40.02
"14618",0,-90.67,39.83
"14619",0,-93.51,44.485
"14620",0,-93.23,44.55
"14621",1,-72.225,43.575
"14622",1,-70.82,44.13
"14623",1,-77.445,39.44
"14624",2,-109.4,47.075
"14625",0,-109.88,46.97
"14626",0,-109.23,47.18
"14627",0,-107.75,47.28
"14628",0,-109.7,46.635
"14629",0,-107.7,46.58
"14630",0,-106.88,46.27
"14631",0,-101.92,47.12
"14632",0,-100.955,47.805
"14633",2,-99.465,46.66
"14634",0,-99.3,46.92
"14635",0,-98.65,46.71
"14636",0,-98.33,46.65
"14637",2,-97.94,46.575
"14638",0,-98.1,46.68
"14639",0,-82.42,27.33
"14640",0,-102.68,40.85
"14641",0,-102.57,40.97
"14642",0,-102.52,40.8
"14643",0,-102.45,41.22
"14644",0,-102.28,41.33
"14645",0,-102.48,40.95
"14646",0,-102.08,41.28
"14647",0,-102.08,41.12
"14648",0,-84.48,37.5
"14649",0,-104.55,38.25
"14650",2,-74.25,39.55
"14651",1,-77.12,39.75
"14652",0,-97.05,28.02
"14653",0,-97.87,27.52
"14654",0,-98.08,27.75
"14655",0,-97.27,46.95
"14656",0,-97.98,26.17
"14657",0,-97.95,26.19
"14658",0,-80.37,26.68
"14659",0,-84.175,39.285
"14660",0,-99.57,33.63
"14661",1,-77.65,39.47
"14662",0,-83.67,43.45
"14663",1,-95.77,36.32
"14664",0,-100.05,31.65
"14665",0,-107.68,43.82
"14666",0,-96.33,29.58
"14667",0,-80.37,26.68
"14668",0,-104.27,41.83
"14669",0,-104.2,41.73
"14670",0,-104.6,40.35
"14671",0,-103.22,40.75
"14672",0,-103.1,41.07
"14673",0,-103.93,41.68
"14674",1,-109.515,40.41
"14675",0,-105.98,42.93
"14676",0,-104,41.97
"14677",0,-103.78,42.02
"14678",0,-103.8,40.18
"14679",0,-102.93,40.68
"14680",2,-76.35,37.02
"14681",0,-80.08,26.35
"14682",0,-80.47,25.07
"14683",0,-91.97,30.53
"14684",0,-97.23,37.4
"14685",0,-94.77,40.8
"14686",1,-96.365,35.495
"14687",0,-98.18,36.25
"14688",0,-99.76,40.45
"14689",0,-112.32,34.73
"14690",0,-112.465,34.55
"14691",0,-80.08,26.35
"14692",0,-77.9,34.52
"14693",0,-77.93,34.15
"14694",0,-77.83,34.3
"14695",0,-77.38,35.62
"14696",0,-77.4,34.55
"14697",0,-76.85,35.15
"14698",2,-76.92,34.68
"14699",1,-76.75,34.83
"14700",0,-76.73,34.7
"14701",0,-76.4,35.82
"14702",0,-76.33,35.42
"14703",0,-76.77,35.15
"14704",2,-76.57,35.25
"14705",0,-76.95,36
"14706",0,-112.23,34.53
"14707",0,-77.32,35.22
"14708",0,-76.795,35.15
"14709",1,-76.32,36.17
"14710",0,-111.33,35.2
"14711",0,-80.27,25.77
"14712",1,-81.8,26.13
"14713",0,-97.76,37.9
"14714",1,-86.805,40.5
"14715",2,-80.43,35.27
"14716",1,-80.56,36.54
"14717",1,-80.5,36.57
"14718",1,-80.48,36.575
"14719",2,-80.22,35.37
"14720",0,-80,35.42
"14721",1,-80.03,34.405
"14722",0,-82.98,34.6
"14723",0,-88.17,30.7
"14724",1,-88.07,30.82
"14725",0,-83.27,39.62
"14726",3,-83.075,39.44
"14727",1,-82.05,38.43
"14728",0,-80.2,26.08
"14729",0,-81.68,24.58
"14730",1,-80.77,24.83
"14731",1,-80.13,26.13
"14732",1,-80.07,26.47
"14733",0,-77.42,34.75
"14734",2,-76.17,36.22
"14735",0,-96.05,36
"14736",0,-96.13,35.97
"14737",0,-96.22,36
"14738",0,-96.42,36.2
"14739",0,-82.92,30.665
"14740",0,-82.895,30.625
"14741",0,-82.91,30.61
"14742",0,-95.53,34
"14743",0,-95.52,34.07
"14744",0,-96.1,36.12
"14745",0,-95.92,36.37
"14746",1,-95.55,36.3
"14747",1,-75.92,40.1
"14748",0,-123.02,43.92
"14749",1,-97.525,35.765
"14750",2,-97.475,35.9
"14751",1,-97.215,36.305
"14752",1,-97.82,33.3
"14753",1,-94.42,35.38
"14754",0,-94.58,33.25
"14755",0,-94.55,33.325
"14756",0,-94.23,34.58
"14757",1,-94.37,32.53
"14758",1,-92.96,34.225
"14759",1,-93.525,35.535
"14760",1,-93.18,35.08
"14761",0,-93.375,31.765
"14762",3,-90.315,32.665
"14763",1,-92.14,36.245
"14764",1,-91.815,36.225
"14765",1,-91.685,36.275
"14766",1,-91.625,36.475
"14767",1,-90.35,33.65
"14768",1,-86.18,38.47
"14769",3,-89.315,34.385
"14770",3,-87.905,37.375
"14771",3,-87.15,37.745
"14772",2,-89.1,32.2
"14773",0,-91.27,31.1
"14774",0,-86.33,32.3
"14775",0,-85.5,32.05
"14776",1,-87.74,32.05
"14777",1,-117.99,46.32
"14778",1,-81.615,26.43
"14779",0,-119.77,39.55
"14780",1,-86.235,32.14
"14781",0,-85.995,32.2
"14782",0,-85.875,32.24
"14783",0,-92.435,34.97
"14784",2,-91.705,34.85
"14785",1,-86.835,36.15
"14786",1,-85.62,30.47
"14787",1,-85.53,30.5
"14788",1,-84.38,31.05
"14789",3,-84.195,31.2
"14790",3,-84.11,31.045
"14791",1,-83.825,31.205
"14792",2,-83.605,31.335
"14793",0,-83.47,31.27
"14794",0,-81.7,33.48
"14795",0,-77.58,35.27
"14796",0,-77.07,35.85
