"","ab_id","px","pz","des","pitch_id","id","type","stand","batter","hit"
"1824",1441411,-1.091,2.717,"In play, out(s)",5458221,376,"X","R",425509,0
"1825",1441426,-0.631,3.715,"Foul",5458267,520,"S","R",425509,0
"1826",1441426,0.567,2.107,"Foul",5458269,522,"S","R",425509,0
"1827",1441426,0.242,2.997,"In play, out(s)",5458270,523,"X","R",425509,0
"1828",1441432,-0.88,1.74,"Swinging Strike",5458293,83,"S","R",425509,0
"1829",1441432,-0.902,2.788,"Foul",5458294,84,"S","R",425509,0
"1830",1441432,-1.302,2.509,"Swinging Strike",5458295,85,"S","R",425509,0
"1831",1441456,-0.978,3.21,"In play, out(s)",5458382,242,"X","R",425509,0
"1832",1445237,0.161,1.47,"Swinging Strike",5471342,328,"S","R",425509,0
"1833",1445237,-0.6,2.467,"Foul",5471344,330,"S","R",425509,0
"1834",1445252,0.626,3.115,"In play, out(s)",5471404,472,"X","R",425509,0
"1835",1445290,-0.538,2.592,"Foul",5471560,144,"S","R",425509,0
"1836",1445290,-0.179,2.922,"Foul",5471561,145,"S","R",425509,0
"1837",1445290,-0.812,2.962,"Foul (Runner Going)",5471563,147,"S","R",425509,0
"1838",1445290,1.48,2.762,"Swinging Strike",5471564,148,"S","R",425509,0
"1839",1446108,-0.106,2.157,"Foul",5474731,17,"S","R",425509,0
"1840",1446121,-0.832,3.163,"In play, out(s)",5474781,463,"X","R",425509,0
"1841",1446149,-0.213,2.342,"Foul",5474866,130,"S","R",425509,0
"1842",1446149,0.706,1.948,"In play, out(s)",5474868,132,"X","R",425509,0
"1843",1446171,0.349,1.76,"Swinging Strike",5474956,323,"S","R",425509,0
"1844",1446171,0.728,3.428,"Swinging Strike",5474958,325,"S","R",425509,0
"1845",1447432,-0.566,1.369,"Swinging Strike",5479850,339,"S","R",425509,0
"1846",1447447,0.745,2.966,"In play, out(s)",5479913,81,"X","R",425509,0
"1847",1448455,0.57,2.22,"Foul",5483894,529,"S","R",425509,0
"1848",1448455,0.18,1.93,"Foul",5483895,530,"S","R",425509,0
"1849",1448455,0.23,3.36,"Foul",5483898,533,"S","R",425509,0
"1850",1448455,-0.59,3.36,"In play, out(s)",5483899,534,"X","R",425509,0
"1851",1448465,-0.49,2.8,"Foul",5483937,412,"S","R",425509,0
"1852",1448465,-0.83,1.98,"Foul",5483940,415,"S","R",425509,0
"1853",1448465,-0.07,2.89,"In play, out(s)",5483942,417,"X","R",425509,0
"1854",1448480,-0.52,2.38,"Foul",5483990,109,"S","R",425509,0
"1855",1449867,-0.27,3.072,"Foul",5489222,343,"S","R",425509,0
"1856",1449867,0.175,1.353,"Swinging Strike",5489224,345,"S","R",425509,0
"1857",1449887,-0.59,1.997,"Foul",5489303,66,"S","R",425509,0
"1858",1449887,-0.512,3.383,"Foul",5489304,67,"S","R",425509,0
"1859",1449907,0.033,1.962,"Foul",5489378,225,"S","R",425509,0
"1860",1449907,0.502,3.015,"In play, out(s)",5489380,227,"X","R",425509,0
"1861",1450299,0.743,2.85,"In play, out(s)",5490902,100,"X","R",425509,0
"1862",1450310,-0.01,3.237,"In play, out(s)",5490932,485,"X","R",425509,0
"1863",1450317,0.262,1.842,"In play, out(s)",5490946,386,"X","R",425509,0
"1864",1450362,0.308,1.801,"Foul",5491123,261,"S","R",425509,0
"1865",1450362,0.11,1.797,"Foul",5491125,263,"S","R",425509,0
"1866",1450362,1.682,2.689,"Foul",5491126,264,"S","R",425509,0
"1867",1450362,-0.887,2.606,"Foul",5491127,265,"S","R",425509,0
"1868",1450793,0.927,2.861,"Swinging Strike",5492731,522,"S","R",425509,0
"1869",1450793,0.783,1.711,"Foul",5492733,524,"S","R",425509,0
"1870",1450847,0.201,2.609,"In play, out(s)",5492932,399,"X","R",425509,0
"1871",1451567,0.321,2.63,"In play, out(s)",5495859,100,"X","R",425509,0
"1872",1451573,0.277,1.55,"Swinging Strike",5495875,433,"S","R",425509,0
"1873",1451573,-0.067,1.177,"Foul",5495877,435,"S","R",425509,0
"1874",1451573,0.729,2.244,"Foul",5495878,436,"S","R",425509,0
"1875",1451590,-0.371,1.992,"In play, out(s)",5495939,275,"X","R",425509,0
"1876",1456942,0.278,2.365,"In play, out(s)",5516843,458,"X","R",425509,0
"1877",1459569,1.26,2.166,"Swinging Strike",5527063,341,"S","R",425509,0
"1878",1459620,-0.878,2.712,"In play, out(s)",5527255,199,"X","R",425509,0
"1879",1460047,0.89,1.688,"In play, out(s)",5529091,523,"X","R",425509,0
"1880",1461554,-0.165,1.922,"Foul",5534938,14,"S","R",425509,0
"1881",1462068,-0.81,2.31,"Foul",5536857,194,"S","R",425509,0
"1882",1463668,0.086,3.849,"Swinging Strike",5543013,258,"S","R",425509,0
"1883",1465180,0.419,2.955,"Foul",5548699,319,"S","R",425509,0
"1884",1465197,0.151,1.882,"In play, out(s)",5548759,77,"X","R",425509,0
"1885",1465205,0.385,2.773,"Foul",5548788,429,"S","R",425509,0
"1886",1490173,0.675,1.813,"Swinging Strike",5645349,432,"S","R",425509,0
"1887",1490576,-0.156,1.835,"Foul",5646907,124,"S","R",425509,0
"1888",1490610,-0.867,2.717,"Foul",5647039,409,"S","R",425509,0
"1889",1490610,0.337,1.897,"Foul",5647045,415,"S","R",425509,0
"1890",1491641,1.135,1.993,"Foul",5650991,442,"S","R",425509,0
"1891",1495768,0.052,1.317,"Foul",5666833,119,"S","R",425509,0
"1892",1495821,-0.217,2.269,"In play, no out",5667016,250,"X","R",425509,1
"1893",1499017,0.399,3.009,"Swinging Strike",5679201,548,"S","R",425509,0
"1894",1499023,-1.092,2.509,"Foul",5679225,63,"S","R",425509,0
"1895",1500347,0.078,3.277,"Swinging Strike",5684389,221,"S","R",425509,0
"1896",1501687,-0.512,2.87,"In play, no out",5689449,108,"X","R",425509,1
"1897",1501723,-0.765,1.961,"Foul",5689576,199,"S","R",425509,0
"1898",1501723,0.363,3.447,"Foul",5689578,201,"S","R",425509,0
"1899",1503739,0.515,2.216,"Swinging Strike",5697549,564,"S","R",425509,0
"1900",1504685,-0.578,0.521,"Swinging Strike (Blocked)",5701211,156,"S","R",425509,0
"1901",1505647,0.972,2.734,"Swinging Strike",5704987,127,"S","R",425509,0
"1902",1505647,1.293,2.655,"Swinging Strike",5704988,128,"S","R",425509,0
"1903",1506273,0.686,2.338,"Foul",5707412,650,"S","R",425509,0
"1904",1506305,0.513,1.997,"Foul",5707528,463,"S","R",425509,0
"1905",1506305,0.338,1.092,"Swinging Strike",5707530,465,"S","R",425509,0
"1906",1506305,0.303,2.666,"In play, out(s)",5707532,467,"X","R",425509,0
"1907",1506331,0.103,2.334,"Swinging Strike",5707628,331,"S","R",425509,0
"1908",1506331,1.214,1.502,"Foul",5707631,334,"S","R",425509,0
"1909",1506331,0.191,1.715,"Swinging Strike",5707632,335,"S","R",425509,0
"1910",1507622,-0.411,1.264,"Swinging Strike",5712544,106,"S","R",425509,0
"1911",1507622,0.424,2.857,"In play, out(s)",5712546,108,"X","R",425509,0
"1912",1507664,-0.003,1.764,"Swinging Strike",5712686,400,"S","R",425509,0
"1913",1507664,-0.869,3.37,"In play, out(s)",5712688,402,"X","R",425509,0
"1914",1508985,0.081,2.654,"In play, out(s)",5717828,94,"X","R",425509,0
"1915",1509015,0.024,2.839,"Foul",5717935,367,"S","R",425509,0
"1916",1509031,0.937,2.009,"Foul",5717989,194,"S","R",425509,0
"1917",1509031,0.596,2.424,"In play, no out",5717990,195,"X","R",425509,1
"1918",1509417,1.065,2.306,"In play, out(s)",5719430,285,"X","R",425509,0
"1919",1509438,1.053,2.481,"Foul",5719520,158,"S","R",425509,0
"1920",1509438,1.48,2.259,"In play, out(s)",5719521,159,"X","R",425509,0
"1921",1509447,0.236,1.848,"In play, out(s)",5719549,381,"X","R",425509,0
"1922",1509465,0.77,2.537,"Foul",5719610,35,"S","R",425509,0
"1923",1509465,0.329,1.624,"Swinging Strike",5719612,37,"S","R",425509,0
"1924",1510937,-0.179,1.681,"Swinging Strike",5725262,502,"S","R",425509,0
"1925",1510941,-0.14,1.509,"Foul",5725278,74,"S","R",425509,0
"1926",1510963,-0.063,2.964,"In play, out(s)",5725358,314,"X","R",425509,0
"1927",1511163,-0.372,2.201,"Foul Tip",5726145,103,"S","R",425509,0
"1928",1511163,-0.131,2.229,"In play, no out",5726146,104,"X","R",425509,1
"1929",1511174,0.254,1.49,"Swinging Strike",5726187,538,"S","R",425509,0
"1930",1511174,0.219,2.458,"In play, out(s)",5726191,542,"X","R",425509,0
"1931",1511191,0.576,1.206,"Swinging Strike",5726260,393,"S","R",425509,0
"1932",1511215,-0.403,2.342,"In play, out(s)",5726346,246,"X","R",425509,0
"1933",1512313,-0.842,2.626,"Foul",5730458,524,"S","R",425509,0
"1934",1512321,0.092,2.514,"Foul",5730486,51,"S","R",425509,0
"1935",1512321,0.805,2.525,"Foul",5730488,53,"S","R",425509,0
"1936",1512372,0.605,1.437,"Foul",5730678,168,"S","R",425509,0
"1937",1512372,-0.04,1.344,"Swinging Strike",5730679,169,"S","R",425509,0
"1938",1512372,-0.051,3.208,"In play, no out",5730681,171,"X","R",425509,1
"1939",1513632,-0.502,2.568,"In play, out(s)",5735359,84,"X","R",425509,0
"1940",1513653,0.219,2.594,"In play, no out",5735442,308,"X","R",425509,1
"1941",1513677,1.04,1.898,"In play, out(s)",5735536,442,"X","R",425509,0
"1942",1515585,1.011,2.854,"In play, no out",5742873,230,"X","R",425509,1
"1943",1515600,0.258,1.812,"Foul",5742922,103,"S","R",425509,0
"1944",1515600,0.264,3.512,"Foul Tip",5742927,108,"S","R",425509,0
"1945",1515608,0.295,1.943,"In play, out(s)",5742954,349,"X","R",425509,0
"1946",1516616,-0.718,2.687,"In play, out(s)",5746947,74,"X","R",425509,0
"1947",1516632,0.13,1.834,"Swinging Strike",5747015,350,"S","R",425509,0
"1948",1516651,0.278,1.908,"Foul",5747091,176,"S","R",425509,0
"1949",1516651,-0.314,1.86,"Swinging Strike",5747093,178,"S","R",425509,0
"1950",1516651,0.081,1.947,"Foul",5747094,179,"S","R",425509,0
"1951",1516651,0.293,3.785,"Swinging Strike",5747095,180,"S","R",425509,0
"1952",1516656,0.151,2.016,"Foul",5747110,469,"S","R",425509,0
"1953",1519405,-0.575,2.93,"Foul",5757630,91,"S","R",425509,0
"1954",1519405,-0.701,2.65,"Foul",5757632,93,"S","R",425509,0
"1955",1519405,0.47,1.543,"Foul",5757633,94,"S","R",425509,0
"1956",1519411,-0.191,2.773,"Foul",5757655,356,"S","R",425509,0
"1957",1519411,0.979,1.806,"In play, out(s)",5757657,358,"X","R",425509,0
"1958",1519417,0.095,2.234,"Foul",5757675,225,"S","R",425509,0
"1959",1519417,0.992,2.102,"In play, out(s)",5757676,226,"X","R",425509,0
"1960",1520407,-0.171,2.834,"In play, out(s)",5761510,502,"X","R",425509,0
"1961",1520415,-0.044,2.024,"In play, no out",5761535,263,"X","R",425509,1
"1962",1520429,0.333,2.138,"Foul",5761571,131,"S","R",425509,0
"1963",1520429,-0.42,1.712,"Swinging Strike",5761574,134,"S","R",425509,0
"1964",1520429,0.247,2.497,"Foul",5761575,135,"S","R",425509,0
"1965",1520429,-0.382,2.387,"Foul",5761576,136,"S","R",425509,0
"1966",1520440,-0.309,2.305,"In play, out(s)",5761628,399,"X","R",425509,0
"1967",1521254,-0.748,2.398,"Foul",5764939,112,"S","R",425509,0
"1968",1521254,0.556,2.496,"In play, out(s)",5764941,114,"X","R",425509,0
"1969",1521262,0.244,2.032,"Foul",5764972,491,"S","R",425509,0
"1970",1521262,0.361,1.806,"In play, no out",5764973,492,"X","R",425509,1
"1971",1521280,0.638,2.583,"In play, out(s)",5765038,377,"X","R",425509,0
"1972",1521302,0.66,2.465,"In play, no out",5765108,219,"X","R",425509,1
"1973",1522656,-0.3,2.47,"Foul",5770241,349,"S","R",425509,0
"1974",1522689,-0.03,1.81,"Foul",5770369,247,"S","R",425509,0
"1975",1523559,-0.074,2.959,"Foul",5773843,93,"S","R",425509,0
"1976",1525471,0.126,1.374,"Swinging Strike",5781247,104,"S","R",425509,0
"1977",1526866,-0.161,2.381,"In play, out(s)",5786701,115,"X","R",425509,0
"1978",1527139,-0.363,1.533,"Swinging Strike",5787685,216,"S","R",425509,0
"1979",1530122,-1.097,2.493,"In play, out(s)",5799093,392,"X","R",425509,0
"1980",1533454,-0.855,1.644,"Foul",5811922,462,"S","R",425509,0
"1981",1533454,-0.776,1.832,"In play, out(s)",5811924,464,"X","R",425509,0
"1982",1556225,0.528,3.538,"Swinging Strike",5899393,231,"S","R",425509,0
"1983",1557276,-0.107,2.291,"In play, no out",5903409,271,"X","R",425509,1
"1984",1559549,0.362,1.953,"In play, out(s)",5912135,711,"X","R",425509,0
"1985",1559556,0.215,1.977,"Swinging Strike",5912171,141,"S","R",425509,0
"1986",1559576,-0.022,2.066,"Foul",5912263,360,"S","R",425509,0
"1987",1560061,-0.567,2.209,"Foul",5914159,464,"S","R",425509,0
"1988",1560068,0.059,2.841,"Foul",5914191,189,"S","R",425509,0
"1989",1562219,0.51,1.46,"In play, no out",5922459,347,"X","R",425509,1
"1990",1562231,-0.6,2,"Foul",5922503,184,"S","R",425509,0
"1991",1564810,-0.71,2.619,"In play, out(s)",5932667,636,"X","R",425509,0
"1992",1564813,0.116,2.405,"Foul",5932675,88,"S","R",425509,0
"1993",1567055,-0.982,1.681,"In play, out(s)",5941341,557,"X","R",425509,0
"1994",1567098,-0.011,1.511,"In play, out(s)",5941473,224,"X","R",425509,0
"1995",1568562,0.643,2.059,"Foul",5947071,245,"S","R",425509,0
"1996",1572766,-0.434,2.298,"In play, no out",5963303,386,"X","R",425509,1
"1997",1573927,-1.06,2.23,"Swinging Strike",5967784,72,"S","R",425509,0
"1998",1573927,0.01,3.17,"Foul",5967786,74,"S","R",425509,0
"1999",1573927,0.06,2.91,"Swinging Strike",5967787,75,"S","R",425509,0
"2000",1573984,-0.41,2.47,"Foul",5968012,257,"S","R",425509,0
"2001",1574842,-0.903,3.562,"In play, out(s)",5971222,513,"X","R",425509,0
"2002",1574854,-0.37,2.061,"In play, out(s)",5971262,328,"X","R",425509,0
"2003",1574885,-0.136,2.737,"Foul",5971373,234,"S","R",425509,0
"2004",1574885,0.15,2.272,"In play, no out",5971375,236,"X","R",425509,1
"2005",1574899,0.051,3.077,"Foul",5971429,41,"S","R",425509,0
"2006",1576744,-0.053,2.8,"In play, no out",5978634,653,"X","R",425509,1
"2007",1576768,-0.987,3.318,"In play, out(s)",5978732,350,"X","R",425509,0
"2008",1576817,-0.443,2.423,"Foul",5978924,41,"S","R",425509,0
"2009",1576817,0.055,1.213,"Swinging Strike",5978925,42,"S","R",425509,0
"2010",1576817,0.188,2.843,"Foul",5978926,43,"S","R",425509,0
"2011",1576817,-0.662,2.564,"Foul",5978927,44,"S","R",425509,0
"2012",1576817,-1.216,3.083,"Foul",5978930,47,"S","R",425509,0
"2013",1577505,0.113,1.717,"Foul",5981616,503,"S","R",425509,0
"2014",1577505,0.355,3.024,"In play, no out",5981618,505,"X","R",425509,1
"2015",1577519,-0.045,2.804,"In play, no out",5981664,353,"X","R",425509,1
"2016",1577562,0.059,1.893,"In play, out(s)",5981816,34,"X","R",425509,0
"2017",1578548,0.241,1.651,"Swinging Strike",5985568,470,"S","R",425509,0
"2018",1578548,0.573,2.433,"In play, out(s)",5985571,476,"X","R",425509,0
"2019",1578551,0.515,2.749,"Foul",5985584,76,"S","R",425509,0
"2020",1578551,-0.555,2.401,"Foul",5985585,77,"S","R",425509,0
"2021",1578585,-0.004,1.262,"In play, out(s)",5985714,349,"X","R",425509,0
"2022",1578594,0.511,2.915,"Foul",5985739,185,"S","R",425509,0
"2023",1578594,-0.312,2.224,"In play, out(s)",5985740,186,"X","R",425509,0
"2024",1579383,-0.072,1.998,"In play, out(s)",5988743,49,"X","R",425509,0
"2025",1579390,-0.151,2.791,"In play, no out",5988769,434,"X","R",425509,1
"2026",1579407,0.142,2.911,"In play, out(s)",5988835,293,"X","R",425509,0
"2027",1579422,-0.545,2.697,"Foul",5988900,148,"S","R",425509,0
"2028",1579422,1.003,1.623,"In play, out(s)",5988902,150,"X","R",425509,0
"2029",1580550,0.522,3.281,"Foul",5993303,488,"S","R",425509,0
"2030",1580550,-0.877,2.016,"Swinging Strike",5993307,492,"S","R",425509,0
"2031",1580579,0.161,4.091,"Swinging Strike",5993423,384,"S","R",425509,0
"2032",1580579,0.478,2.007,"In play, out(s)",5993424,385,"X","R",425509,0
"2033",1580588,1.331,1.584,"In play, out(s)",5993462,212,"X","R",425509,0
"2034",1581380,-0.512,2.467,"In play, no out",5996500,350,"X","R",425509,1
"2035",1581397,0.079,1.707,"Foul",5996568,190,"S","R",425509,0
"2036",1581397,1.336,2.996,"In play, no out",5996570,193,"X","R",425509,1
"2037",1581404,0.809,1.873,"Foul",5996598,480,"S","R",425509,0
"2038",1582057,-0.312,2.238,"Foul",5999224,588,"S","R",425509,0
"2039",1582057,-0.397,2.587,"Foul",5999226,590,"S","R",425509,0
"2040",1582057,-0.239,2.46,"In play, no out",5999228,592,"X","R",425509,1
"2041",1582069,-0.743,2.471,"In play, out(s)",5999278,373,"X","R",425509,0
"2042",1582089,-0.192,1.947,"Swinging Strike",5999352,257,"S","R",425509,0
"2043",1583158,0.857,3.039,"Swinging Strike",6003388,322,"S","R",425509,0
"2044",1583198,0.356,2.753,"Foul Tip",6003528,36,"S","R",425509,0
"2045",1583198,0.562,2.376,"Foul",6003529,37,"S","R",425509,0
"2046",1583198,-0.031,2.432,"In play, out(s)",6003532,40,"X","R",425509,0
"2047",1584603,-0.112,1.854,"Foul",6008922,665,"S","R",425509,0
"2048",1584626,0.654,1.3,"Swinging Strike",6009014,522,"S","R",425509,0
"2049",1584626,0.408,3.067,"In play, no out",6009016,524,"X","R",425509,1
"2050",1584653,-1.352,2.446,"Foul",6009109,190,"S","R",425509,0
"2051",1584653,1.707,2.028,"Swinging Strike",6009110,191,"S","R",425509,0
"2052",1584679,-0.57,2.01,"Foul",6009201,75,"S","R",425509,0
"2053",1585430,0.546,2.638,"Swinging Strike",6012229,388,"S","R",425509,0
"2054",1585444,-1.162,2.759,"Foul",6012282,173,"S","R",425509,0
"2055",1585444,-0.338,2.243,"In play, out(s)",6012286,177,"X","R",425509,0
"2056",1586057,0.15,1.395,"Swinging Strike",6014628,97,"S","R",425509,0
"2057",1586101,-0.376,2.544,"In play, out(s)",6014782,192,"X","R",425509,0
"2058",1586107,1.237,1.137,"Swinging Strike",6014803,439,"S","R",425509,0
"2059",1586107,1.237,1.137,"Swinging Strike",6018090,442,"S","R",425509,0
"2060",1588213,-0.316,3.469,"Foul",6023072,493,"S","R",425509,0
"2061",1588213,-0.702,3.024,"In play, out(s)",6023073,494,"X","R",425509,0
"2062",1588220,0.213,2.907,"In play, out(s)",6023093,335,"X","R",425509,0
"2063",1588231,-0.236,2.844,"Foul",6023136,167,"S","R",425509,0
"2064",1588231,-0.257,2.014,"Swinging Strike",6023137,168,"S","R",425509,0
"2065",1588231,-1.017,2.145,"Foul",6023138,169,"S","R",425509,0
"2066",1588231,0.242,1.861,"In play, out(s)",6023139,170,"X","R",425509,0
"2067",1588261,0.31,2.23,"In play, out(s)",6023257,38,"X","R",425509,0
"2068",1589314,0.323,1.845,"Swinging Strike",6027404,634,"S","R",425509,0
"2069",1589314,0.859,3.232,"Foul",6027406,636,"S","R",425509,0
"2070",1589314,0.289,2.559,"Swinging Strike",6027408,638,"S","R",425509,0
"2071",1589354,0.157,2.058,"Swinging Strike",6027554,326,"S","R",425509,0
"2072",1589354,-0.315,2.448,"In play, out(s)",6027556,328,"X","R",425509,0
"2073",1589372,-0.282,2.495,"Foul",6027617,794,"S","R",425509,0
"2074",1589372,-1.124,2.937,"Foul",6027618,795,"S","R",425509,0
"2075",1589372,-0.453,3.075,"Foul",6027619,796,"S","R",425509,0
"2076",1589385,0.651,2.997,"In play, out(s)",6027671,456,"X","R",425509,0
"2077",1589391,0.65,2.549,"Foul",6027694,196,"S","R",425509,0
"2078",1589391,-0.622,3.146,"In play, out(s)",6027697,199,"X","R",425509,0
"2079",1590649,-1.272,2.139,"Foul",6032445,370,"S","R",425509,0
"2080",1592419,1.096,1.585,"Swinging Strike",6039191,503,"S","R",425509,0
"2081",1592419,-0.155,3.465,"Swinging Strike",6039195,509,"S","R",425509,0
"2082",1592426,-0.127,3.224,"In play, out(s)",6039219,250,"X","R",425509,0
"2083",1593324,-0.333,1.812,"Foul",6042637,361,"S","R",425509,0
"2084",1593348,-0.482,3.168,"In play, out(s)",6042713,214,"X","R",425509,0
"2085",1593359,-0.402,1.141,"Swinging Strike",6042757,38,"S","R",425509,0
"2086",1595086,0.901,3.196,"Foul",6049351,225,"S","R",425509,0
"2087",1595096,-1.039,1.81,"Swinging Strike",6049387,60,"S","R",425509,0
"2088",1597131,0.579,2.533,"In play, out(s)",6057185,378,"X","R",425509,0
"2089",1599011,0.188,2.434,"In play, out(s)",6064233,396,"X","R",425509,0
"2090",1600313,-0.934,3.247,"Foul",6069393,194,"S","R",425509,0
"2091",1601965,0.752,2.147,"In play, out(s)",6075584,287,"X","R",425509,0
"2092",1624499,0.161,2.361,"In play, no out",6162489,92,"X","R",425509,1
"2093",1627847,1.186,2.638,"In play, out(s)",6175351,57,"X","R",425509,0
"2094",1627878,0.385,1.834,"Foul",6175463,327,"S","R",425509,0
"2095",1628628,0.046,2.669,"Foul",6178331,265,"S","R",425509,0
"2096",1628637,-0.455,2.865,"In play, out(s)",6178363,46,"X","R",425509,0
"2097",1628915,0.989,1.356,"Swinging Strike",6179455,207,"S","R",425509,0
"2098",1629081,-0.716,2.389,"In play, out(s)",6180046,435,"X","R",425509,0
"2099",1632559,0.621,2.495,"Foul",6193346,474,"S","R",425509,0
"2100",1632559,0.507,2.162,"Foul",6193347,475,"S","R",425509,0
"2101",1641125,-0.69,2.9,"Foul",6225980,353,"S","R",425509,0
"2102",1641151,-1.22,2.83,"Foul",6226082,229,"S","R",425509,0
"2103",1641274,-0.423,2.562,"Foul",6226550,113,"S","R",425509,0
"2104",1641274,0.688,3.54,"Foul",6226552,115,"S","R",425509,0
"2105",1641313,-1.371,3.061,"In play, no out",6226693,377,"X","R",425509,1
"2106",1641324,-0.159,3.749,"Swinging Strike",6226727,220,"S","R",425509,0
"2107",1641324,-0.666,2.962,"In play, out(s)",6226728,221,"X","R",425509,0
"2108",1642752,-0.811,1.512,"Foul",6232190,218,"S","R",425509,0
"2109",1642752,0.319,1.65,"In play, out(s)",6232192,220,"X","R",425509,0
"2110",1644236,-0.444,2.43,"In play, out(s)",6237842,222,"X","R",425509,0
"2111",1644245,-0.276,2.454,"In play, out(s)",6237872,61,"X","R",425509,0
"2112",1645425,0.072,3.555,"Swinging Strike",6242438,614,"S","R",425509,0
"2113",1645425,0.175,3.313,"Swinging Strike",6242442,618,"S","R",425509,0
"2114",1645453,0.573,2.458,"In play, no out",6242573,299,"X","R",425509,1
"2115",1645470,0.465,1.41,"Swinging Strike",6242639,177,"S","R",425509,0
"2116",1645470,0.516,2.767,"Foul",6242640,178,"S","R",425509,0
"2117",1645470,-0.708,1.796,"Swinging Strike",6242641,179,"S","R",425509,0
"2118",1645478,0.188,2.613,"In play, out(s)",6242666,432,"X","R",425509,0
"2119",1645496,0.663,2.457,"Swinging Strike",6242733,28,"S","R",425509,0
"2120",1645496,0.28,2.212,"Foul",6242734,29,"S","R",425509,0
"2121",1645496,0.368,1.42,"Swinging Strike",6242736,31,"S","R",425509,0
"2122",1647413,0.007,2.704,"Swinging Strike",6250421,608,"S","R",425509,0
"2123",1647413,0.078,1.615,"Swinging Strike",6250423,610,"S","R",425509,0
"2124",1647413,0.193,2.743,"Swinging Strike",6250424,611,"S","R",425509,0
"2125",1647419,0.138,3.355,"In play, out(s)",6250451,67,"X","R",425509,0
"2126",1647427,0.151,2.053,"In play, out(s)",6250483,512,"X","R",425509,0
"2127",1647439,0.152,2.898,"In play, no out",6250528,348,"X","R",425509,1
"2128",1648145,0.158,2.312,"In play, out(s)",6253246,326,"X","R",425509,0
"2129",1648173,1.252,1.84,"Swinging Strike",6253342,39,"S","R",425509,0
"2130",1648173,1.049,1.01,"Swinging Strike",6253345,42,"S","R",425509,0
"2131",1649030,-0.237,2.619,"In play, no out",6256496,55,"X","R",425509,1
"2132",1649072,-0.586,1.656,"Swinging Strike",6256656,410,"S","R",425509,0
"2133",1649072,-1.082,1.349,"Swinging Strike",6256660,417,"S","R",425509,0
"2134",1649077,-0.71,2.947,"Foul",6256678,194,"S","R",425509,0
"2135",1650064,-1.254,2.153,"Swinging Strike",6260593,294,"S","R",425509,0
"2136",1650064,-0.439,2.458,"In play, no out",6260594,295,"X","R",425509,1
"2137",1650076,0.705,2.041,"In play, no out",6260646,143,"X","R",425509,1
"2138",1650085,-0.829,2.613,"In play, out(s)",6260674,427,"X","R",425509,0
"2139",1650100,0.216,0.649,"Swinging Strike (Blocked)",6260720,26,"S","R",425509,0
"2140",1650100,-0.61,2.281,"In play, out(s)",6260723,29,"X","R",425509,0
"2141",1650951,0.845,2.952,"Swinging Strike",6264072,556,"S","R",425509,0
"2142",1650971,0.503,2.224,"In play, out(s)",6264146,447,"X","R",425509,0
"2143",1650976,-0.303,2.994,"Foul",6264154,165,"S","R",425509,0
"2144",1650976,-0.737,2.804,"Foul",6264156,167,"S","R",425509,0
"2145",1651006,0.23,1.127,"Foul",6264267,22,"S","R",425509,0
"2146",1651006,0.037,2.409,"In play, no out",6264268,23,"X","R",425509,1
"2147",1652349,-0.87,2.16,"In play, out(s)",6269370,475,"X","R",425509,0
"2148",1652357,-0.24,1.787,"Foul",6269392,290,"S","R",425509,0
"2149",1652357,-0.711,3.271,"Swinging Strike",6269394,292,"S","R",425509,0
"2150",1652357,0.257,0.924,"Foul",6269396,294,"S","R",425509,0
"2151",1652357,0.139,0.58,"Swinging Strike (Blocked)",6269397,295,"S","R",425509,0
"2152",1652373,0.999,1.59,"In play, no out",6269458,183,"X","R",425509,1
"2153",1652398,-0.008,2.885,"Foul",6269536,40,"S","R",425509,0
"2154",1654584,0.682,2.498,"Swinging Strike",6277800,555,"S","R",425509,0
"2155",1654584,-0.109,3.705,"Swinging Strike",6277801,556,"S","R",425509,0
"2156",1654584,-0.242,2.235,"Foul",6277802,557,"S","R",425509,0
"2157",1654584,0.81,2.07,"In play, out(s)",6277803,558,"X","R",425509,0
"2158",1654591,-0.448,2.694,"Foul Tip",6277829,80,"S","R",425509,0
"2159",1654591,-0.583,1.508,"Foul",6277831,82,"S","R",425509,0
"2160",1654591,0.347,1.872,"Foul",6277833,84,"S","R",425509,0
"2161",1654627,0.322,2.029,"In play, no out",6277983,390,"X","R",425509,1
"2162",1654639,0.223,2.151,"Foul",6278033,208,"S","R",425509,0
"2163",1654639,0.38,0.98,"Swinging Strike",6278035,210,"S","R",425509,0
"2164",1654639,0.064,1.292,"Swinging Strike",6278036,211,"S","R",425509,0
"2165",1654660,1.442,1.317,"Swinging Strike",6278124,568,"S","R",425509,0
"2166",1654660,0.279,2.644,"In play, out(s)",6278125,569,"X","R",425509,0
"2167",1654677,0.237,2.629,"In play, out(s)",6278190,90,"X","R",425509,0
"2168",1654713,0.412,2.808,"In play, no out",6278337,856,"X","R",425509,1
"2169",1654738,0.932,2.798,"Swinging Strike",6278426,390,"S","R",425509,0
"2170",1654738,-0.387,2.517,"Foul",6278427,391,"S","R",425509,0
"2171",1654738,-0.501,2.188,"In play, no out",6278428,392,"X","R",425509,1
"2172",1654749,0.49,1.122,"Foul",6278475,231,"S","R",425509,0
"2173",1654749,0.597,2.04,"Foul",6278476,232,"S","R",425509,0
"2174",1656432,0.4,1.554,"In play, out(s)",6284830,565,"X","R",425509,0
